Date,Open,High,Low,Close,Adj Close,Volume
1996-09-19,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-20,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-23,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-24,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-25,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-26,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-27,49.500000,49.500000,49.500000,49.500000,37.794968,0
1996-09-30,49.500000,49.500000,49.500000,49.500000,37.871479,0
1996-10-01,50.500000,50.500000,50.500000,50.500000,38.636555,0
1996-10-02,51.000000,51.000000,51.000000,51.000000,39.019093,0
1996-10-03,51.000000,51.000000,51.000000,51.000000,39.019093,0
1996-10-04,53.000000,53.000000,53.000000,53.000000,40.549259,0
1996-10-07,56.000000,56.000000,56.000000,56.000000,42.844505,0
1996-10-08,56.000000,56.000000,56.000000,56.000000,42.844505,0
1996-10-09,56.000000,56.000000,56.000000,56.000000,42.844505,0
1996-10-10,55.200001,55.200001,55.200001,55.200001,42.232437,0
1996-10-11,55.000000,55.000000,55.000000,55.000000,42.079422,0
1996-10-14,54.000000,54.000000,54.000000,54.000000,41.314342,0
1996-10-15,53.000000,53.000000,53.000000,53.000000,40.549259,0
1996-10-16,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-17,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-18,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-21,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-22,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-23,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-24,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-25,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-28,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-29,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-30,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-10-31,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-11-01,52.000000,52.000000,52.000000,52.000000,39.784187,0
1996-11-04,51.500000,51.500000,51.500000,51.500000,39.401638,0
1996-11-05,51.000000,51.000000,51.000000,51.000000,39.019093,0
1996-11-06,51.000000,51.000000,51.000000,51.000000,39.019093,0
1996-11-07,51.000000,51.000000,51.000000,51.000000,39.019093,0
1996-11-08,50.000000,50.000000,50.000000,50.000000,38.254025,0
1996-11-11,49.700001,49.700001,49.700001,49.700001,38.024498,0
1996-11-12,49.000000,49.000000,49.000000,49.000000,37.488937,0
1996-11-13,49.000000,49.000000,49.000000,49.000000,37.488937,0
1996-11-14,49.000000,49.000000,49.000000,49.000000,37.488937,0
1996-11-15,49.000000,49.000000,49.000000,49.000000,37.488937,0
1996-11-18,50.000000,50.000000,50.000000,50.000000,38.254025,0
1996-11-19,50.700001,50.700001,50.700001,50.700001,38.789581,0
1996-11-20,50.700001,50.700001,50.700001,50.700001,38.789581,0
1996-11-21,51.799999,51.799999,51.799999,51.799999,39.631168,0
1996-11-22,53.200001,53.200001,53.200001,53.200001,40.702278,0
1996-11-25,53.200001,53.200001,53.200001,53.200001,40.702278,0
1996-11-26,54.000000,54.000000,54.000000,54.000000,41.314342,0
1996-11-27,54.000000,54.000000,54.000000,54.000000,41.314342,0
1996-11-28,54.400002,54.400002,54.400002,54.400002,41.620380,0
1996-11-29,54.400002,54.400002,54.400002,54.400002,41.620380,0
1996-12-02,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-03,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-04,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-05,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-06,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-09,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-10,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-11,54.700001,54.700001,54.700001,54.700001,41.849892,0
1996-12-12,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-13,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-16,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-17,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-18,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-19,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-20,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-23,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-24,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-25,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-26,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-27,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-30,57.299999,57.299999,57.299999,57.299999,43.839108,0
1996-12-31,57.299999,57.299999,57.299999,57.299999,43.839108,0
1997-01-01,57.299999,57.299999,57.299999,57.299999,43.839108,0
1997-01-02,57.299999,57.299999,57.299999,57.299999,43.839108,0
1997-01-03,57.299999,57.299999,57.299999,57.299999,43.839108,0
1997-01-06,57.299999,57.299999,57.299999,57.299999,43.839108,0
1997-01-07,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-08,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-09,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-10,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-13,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-14,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-15,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-16,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-17,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-20,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-21,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-22,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-23,57.000000,57.000000,57.000000,57.000000,43.609581,0
1997-01-24,55.000000,55.000000,55.000000,55.000000,42.079422,0
1997-01-27,54.500000,54.500000,54.500000,54.500000,41.696880,0
1997-01-28,54.500000,54.500000,54.500000,54.500000,41.696880,0
1997-01-29,54.500000,54.500000,54.500000,54.500000,41.696880,0
1997-01-30,54.200001,54.200001,54.200001,54.200001,41.467350,0
1997-01-31,54.200001,54.200001,54.200001,54.200001,41.467350,0
1997-02-03,54.200001,54.200001,54.200001,54.200001,41.467350,0
1997-02-04,54.200001,54.200001,54.200001,54.200001,41.467350,0
1997-02-05,54.200001,54.200001,54.200001,54.200001,41.467350,0
1997-02-06,53.900002,53.900002,53.900002,53.900002,41.237835,0
1997-02-07,53.900002,53.900002,53.900002,53.900002,41.237835,0
1997-02-10,53.900002,53.900002,53.900002,53.900002,41.237835,0
1997-02-11,53.900002,53.900002,53.900002,53.900002,41.237835,0
1997-02-12,53.900002,53.900002,53.900002,53.900002,41.237835,0
1997-02-13,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-14,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-17,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-18,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-19,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-20,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-21,63.000000,63.000000,63.000000,63.000000,48.200054,0
1997-02-24,62.799999,62.799999,62.799999,62.799999,48.047054,0
1997-02-25,62.799999,62.799999,62.799999,62.799999,48.047054,0
1997-02-26,62.799999,62.799999,62.799999,62.799999,48.047054,0
1997-02-27,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-02-28,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-03,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-04,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-05,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-06,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-07,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-10,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-11,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-12,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-13,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-14,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-17,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-18,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-19,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-20,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-21,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-24,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-25,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-26,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-27,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-28,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-03-31,62.599998,62.599998,62.599998,62.599998,47.894035,0
1997-04-01,62.000000,62.000000,62.000000,62.000000,47.434978,0
1997-04-02,62.000000,62.000000,62.000000,62.000000,47.434978,0
1997-04-03,62.000000,62.000000,62.000000,62.000000,47.434978,0
1997-04-04,62.000000,62.000000,62.000000,62.000000,47.434978,0
1997-04-07,64.199997,64.199997,64.199997,64.199997,49.118156,0
1997-04-08,68.500000,68.500000,68.500000,68.500000,52.408009,0
1997-04-09,69.000000,69.000000,69.000000,69.000000,52.790546,0
1997-04-10,65.000000,65.000000,65.000000,65.000000,49.730232,0
1997-04-11,65.000000,65.000000,65.000000,65.000000,49.730232,0
1997-04-14,64.800003,64.800003,64.800003,64.800003,49.577213,0
1997-04-15,64.800003,64.800003,64.800003,64.800003,49.577213,0
1997-04-16,64.800003,64.800003,64.800003,64.800003,49.577213,0
1997-04-17,64.800003,64.800003,64.800003,64.800003,49.577213,0
1997-04-18,64.800003,64.800003,64.800003,64.800003,49.577213,0
1997-04-21,63.599998,63.599998,63.599998,63.599998,48.999393,0
1997-04-22,63.599998,63.599998,63.599998,63.599998,48.999393,0
1997-04-23,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-04-24,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-04-25,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-04-28,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-04-29,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-04-30,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-05-01,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-05-02,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-05-05,63.000000,63.000000,63.000000,63.000000,48.537128,0
1997-05-06,60.000000,60.000000,60.000000,60.000000,46.225842,0
1997-05-07,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-08,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-09,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-12,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-13,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-14,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-15,59.000000,59.000000,59.000000,59.000000,45.455406,0
1997-05-16,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-19,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-20,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-21,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-22,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-23,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-26,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-27,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-28,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-29,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-05-30,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-02,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-03,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-04,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-05,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-06,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-09,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-10,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-11,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-12,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-13,59.500000,59.500000,59.500000,59.500000,45.840614,0
1997-06-16,60.000000,60.000000,60.000000,60.000000,46.225842,0
1997-06-17,60.400002,60.400002,60.400002,60.400002,46.534012,0
1997-06-18,60.700001,60.700001,60.700001,60.700001,46.765141,0
1997-06-19,60.700001,60.700001,60.700001,60.700001,46.765141,0
1997-06-20,60.700001,60.700001,60.700001,60.700001,46.765141,0
1997-06-23,60.700001,60.700001,60.700001,60.700001,46.765141,0
1997-06-24,60.799999,60.799999,60.799999,60.799999,46.842182,0
1997-06-25,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-06-26,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-06-27,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-06-30,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-01,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-02,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-03,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-04,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-07,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-08,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-09,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-10,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-11,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-14,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-15,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-16,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-17,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-18,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-21,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-22,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-23,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-24,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-25,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-28,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-29,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-30,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-07-31,61.000000,61.000000,61.000000,61.000000,46.996265,0
1997-08-01,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-04,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-05,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-06,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-07,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-08,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-11,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-12,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-13,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-14,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-15,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-18,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-19,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-20,62.000000,62.000000,62.000000,62.000000,47.766693,0
1997-08-21,65.500000,65.500000,65.500000,65.500000,50.463196,0
1997-08-22,67.000000,67.000000,67.000000,67.000000,51.618847,0
1997-08-25,67.000000,67.000000,67.000000,67.000000,51.618847,0
1997-08-26,67.800003,67.800003,67.800003,67.800003,52.235203,0
1997-08-27,67.800003,67.800003,67.800003,67.800003,52.235203,0
1997-08-28,67.800003,67.800003,67.800003,67.800003,52.235203,0
1997-08-29,68.300003,68.300003,68.300003,68.300003,52.620411,0
1997-09-01,68.300003,68.300003,68.300003,68.300003,52.620411,0
1997-09-02,68.500000,68.500000,68.500000,68.500000,52.774494,0
1997-09-03,69.199997,69.199997,69.199997,69.199997,53.313793,0
1997-09-04,69.400002,69.400002,69.400002,69.400002,53.467888,0
1997-09-05,69.199997,69.199997,69.199997,69.199997,53.313793,0
1997-09-08,69.199997,69.199997,69.199997,69.199997,53.313793,0
1997-09-09,69.199997,69.199997,69.199997,69.199997,53.313793,0
1997-09-10,69.199997,69.199997,69.199997,69.199997,53.313793,0
1997-09-11,70.000000,70.000000,70.000000,70.000000,53.930149,0
1997-09-12,70.000000,70.000000,70.000000,70.000000,53.930149,0
1997-09-15,70.000000,70.000000,70.000000,70.000000,53.930149,0
1997-09-16,70.000000,70.000000,70.000000,70.000000,53.930149,0
1997-09-17,70.699997,70.699997,70.699997,70.699997,54.469440,0
1997-09-18,71.599998,71.599998,71.599998,71.599998,55.162827,0
1997-09-19,71.599998,71.599998,71.599998,71.599998,55.162827,0
1997-09-22,71.599998,71.599998,71.599998,71.599998,55.162827,0
1997-09-23,71.800003,71.800003,71.800003,71.800003,55.316902,0
1997-09-24,73.000000,73.000000,73.000000,73.000000,56.241440,0
1997-09-25,73.000000,73.000000,73.000000,73.000000,56.241440,0
1997-09-26,73.000000,73.000000,73.000000,73.000000,56.241440,0
1997-09-29,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-09-30,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-01,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-02,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-03,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-06,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-07,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-08,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-09,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-10,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-13,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-14,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-15,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-16,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-17,73.500000,73.500000,73.500000,73.500000,56.743248,0
1997-10-20,74.000000,74.000000,74.000000,74.000000,57.129246,0
1997-10-21,74.000000,74.000000,74.000000,74.000000,57.129246,0
1997-10-22,74.300003,74.300003,74.300003,74.300003,57.360859,0
1997-10-23,75.000000,75.000000,75.000000,75.000000,57.901272,0
1997-10-24,75.000000,75.000000,75.000000,75.000000,57.901272,0
1997-10-27,75.000000,75.000000,75.000000,75.000000,57.901272,0
1997-10-28,72.500000,72.500000,72.500000,72.500000,55.971241,0
1997-10-29,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-30,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-10-31,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-11-03,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-11-04,75.000000,75.000000,75.000000,75.000000,57.901272,0
1997-11-05,75.500000,75.500000,75.500000,75.500000,58.287277,0
1997-11-06,78.000000,78.000000,78.000000,78.000000,60.217319,0
1997-11-07,78.000000,78.000000,78.000000,78.000000,60.217319,0
1997-11-10,78.000000,78.000000,78.000000,78.000000,60.217319,0
1997-11-11,78.500000,78.500000,78.500000,78.500000,60.603344,0
1997-11-12,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-13,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-14,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-17,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-18,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-19,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-20,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-21,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-24,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-25,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-26,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-27,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-11-28,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-01,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-02,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-03,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-04,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-05,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-08,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-09,79.000000,79.000000,79.000000,79.000000,60.989334,0
1997-12-10,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-11,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-12,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-15,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-16,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-17,80.000000,80.000000,80.000000,80.000000,61.761345,0
1997-12-18,78.000000,78.000000,78.000000,78.000000,60.217319,0
1997-12-19,76.500000,76.500000,76.500000,76.500000,59.059307,0
1997-12-22,75.000000,75.000000,75.000000,75.000000,57.901272,0
1997-12-23,74.000000,74.000000,74.000000,74.000000,57.129246,0
1997-12-24,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-12-25,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-12-26,73.000000,73.000000,73.000000,73.000000,56.357243,0
1997-12-29,72.000000,72.000000,72.000000,72.000000,55.585220,0
1997-12-30,71.500000,71.500000,71.500000,71.500000,55.199215,0
1997-12-31,71.500000,71.500000,71.500000,71.500000,55.199215,0
1998-01-01,71.500000,71.500000,71.500000,71.500000,55.199215,0
1998-01-02,71.500000,71.500000,71.500000,71.500000,55.199215,0
1998-01-05,71.000000,71.000000,71.000000,71.000000,54.813202,0
1998-01-06,72.000000,72.000000,72.000000,72.000000,55.585220,0
1998-01-07,72.500000,72.500000,72.500000,72.500000,55.971241,0
1998-01-08,73.000000,73.000000,73.000000,73.000000,56.357243,0
1998-01-09,74.500000,74.500000,74.500000,74.500000,57.515259,0
1998-01-12,74.500000,74.500000,74.500000,74.500000,57.515259,0
1998-01-13,74.500000,74.500000,74.500000,74.500000,57.515259,0
1998-01-14,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-15,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-16,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-19,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-20,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-21,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-22,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-23,74.000000,74.000000,74.000000,74.000000,57.129246,0
1998-01-26,74.500000,74.500000,74.500000,74.500000,57.515259,0
1998-01-27,74.500000,74.500000,74.500000,74.500000,57.515259,0
1998-01-28,75.000000,75.000000,75.000000,75.000000,57.901272,0
1998-01-29,75.000000,75.000000,75.000000,75.000000,57.901272,0
1998-01-30,76.000000,76.000000,76.000000,76.000000,58.673286,0
1998-02-02,78.500000,78.500000,78.500000,78.500000,60.603344,0
1998-02-03,79.000000,79.000000,79.000000,79.000000,60.989334,0
1998-02-04,79.000000,79.000000,79.000000,79.000000,60.989334,0
1998-02-05,81.500000,81.500000,81.500000,81.500000,62.919373,0
1998-02-06,81.500000,81.500000,81.500000,81.500000,62.919373,0
1998-02-09,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-10,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-11,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-12,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-13,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-16,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-17,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-18,80.500000,80.500000,80.500000,80.500000,62.147354,0
1998-02-19,80.500000,80.500000,80.500000,80.500000,62.147354,0
